,word,max_tag,appearances
4906,Fort,NNP,14
4907,pregnancy,NN,14
4908,associate,JJ,21
4909,Squibb,NNP,14
4910,wire,NN,14
4911,Deutsche,NNP,14
4912,injured,VBN,17
4913,small-business,NN,14
4914,Asset,NNP,14
4915,MTM,NNP,14
4916,TVS,NNP,14
4917,Merieux,NNP,14
4918,expiration,NN,14
4919,Field,NNP,14
4920,Saks,NNP,14
4921,Unilever,NNP,14
4922,absorb,VB,14
4923,AB,NNP,14
4924,forfeiture,NN,14
4925,bugs,NNS,14
4926,Pinnacle,NNP,14
4927,distribute,VB,14
4928,Helmsley,NNP,14
4929,tuition,NN,14
4930,EDT,NNP,14
4931,Showtime,NNP,14
4932,Gardens,NNPS,16
4933,Laff,NNP,14
4934,Lang,NNP,14
4935,Inco,NNP,14
4936,bourbon,NN,14
4937,McDuffie,NNP,14
4938,Mancuso,NNP,14
4939,Guzman,NNP,14
4940,Cabrera,NNP,14
4941,N.V.,NNP,13
4942,Gold,NNP,16
4943,Cancer,NNP,13
4944,fibers,NNS,13
4945,dry,JJ,13
4946,compound,NN,16
4947,lifted,VBN,19
4948,Mazda,NNP,13
4949,banned,VBN,20
4950,disputes,NNS,15
4951,conflicts,NNS,13
4952,justify,VB,13
4953,asserted,VBD,13
4954,appliances,NNS,13
4955,refund,NN,17
4956,Along,IN,13
4957,Messrs.,NNP,30
4958,patents,NNS,13
4959,authors,NNS,13
4960,Taipei,NNP,13
4961,Club,NNP,13
4962,quantities,NNS,13
4963,mortgage-backed,JJ,13
4964,interbank,NN,15
4965,issuing,VBG,13
4966,fat,JJ,15
4967,McGraw-Hill,NNP,13
4968,quotas,NNS,13
4969,writers,NNS,13
4970,spirit,NN,13
4971,lesson,NN,13
4972,Hotel,NNP,13
4973,authorized,VBD,22
4974,Toronto-based,JJ,13
4975,accrued,VBN,13
4976,Greenwich,NNP,13
4977,Peck,NNP,13
4978,exist,VB,24
4979,classic,JJ,13
4980,attracted,VBN,25
4981,courtroom,NN,13
4982,Consider,VB,13
4983,lying,VBG,13
4984,cheating,NN,16
4985,Scoring,NNP,13
4986,worries,NNS,20
4987,predecessor,NN,13
4988,pride,NN,13
4989,Elizabeth,NNP,13
4990,incident,NN,13
4991,publishes,VBZ,13
4992,improving,VBG,13
4993,contains,VBZ,13
4994,Random,NNP,13
4995,withdrawn,VBN,13
4996,Antonio,NNP,13
4997,warns,VBZ,13
4998,Dan,NNP,13
4999,Internal,NNP,13
5000,warnings,NNS,13
5001,felony,NN,13
5002,Neal,NNP,13
5003,Lawyers,NNS,21
5004,obtaining,VBG,13
5005,violate,VB,17
5006,Carbide,NNP,13
5007,prosecution,NN,13
5008,emerge,VB,15
5009,Estimated,VBN,20
5010,representative,NN,18
5011,Asked,VBN,17
5012,Television,NNP,15
5013,apiece,RB,13
5014,superior,JJ,13
5015,address,NN,26
5016,Safety,NNP,15
5017,altogether,RB,13
5018,retiring,VBG,13
5019,Creek,NNP,13
5020,barrier,NN,13
5021,hotels,NNS,13
5022,disappointed,VBN,23
5023,eliminated,VBN,20
5024,journalists,NNS,13
5025,anxious,JJ,13
5026,performed,VBN,20
5027,businessman,NN,13
5028,Tenn.,NNP,13
5029,squeezed,VBN,18
5030,deregulation,NN,13
5031,demanding,VBG,13
5032,exercisable,JJ,13
5033,ranks,NNS,18
5034,pulling,VBG,13
5035,sit,VB,22
5036,pressing,VBG,15
5037,promptly,RB,13
5038,NBI,NNP,13
5039,defined,VBN,15
5040,"30,000",CD,13
5041,wary,JJ,13
5042,Teddy,NNP,13
5043,administrator,NN,13
5044,initiatives,NNS,13
5045,fate,NN,13
5046,Gray,NNP,13
5047,Hawaii,NNP,13
5048,Similarly,RB,13
5049,removing,VBG,13
5050,causes,VBZ,26
5051,alcohol,NN,13
5052,Cambridge,NNP,13
5053,conduct,VB,25
5054,COMMERCIAL,JJ,20
5055,PAPER,NN,20
5056,RATES,NNS,19
5057,LIBOR,NNP,13
5058,interpretation,NN,13
5059,Iran-Contra,NNP,13
5060,farms,NNS,13
5061,upscale,JJ,18
5062,billing,NN,15
5063,Midland,NNP,13
5064,arrangements,NNS,13
5065,190-point,JJ,13
5066,consistent,JJ,13
5067,Stoll,NNP,13
5068,Small,JJ,21
5069,surely,RB,13
5070,Sotheby,NNP,13
5071,practical,JJ,13
5072,overcome,VB,16
5073,Giants,NNPS,22
5074,discontinued,VBN,16
5075,borrowings,NNS,13
5076,beneficial,JJ,13
5077,proved,VBD,22
5078,winners,NNS,13
5079,holiday,NN,13
5080,"150,000",CD,13
5081,Funding,NNP,13
5082,routine,JJ,16
5083,quietly,RB,13
5084,regardless,RB,13
5085,liquidation,NN,13
5086,unspecified,JJ,13
5087,entity,NN,13
5088,remarkable,JJ,13
5089,full-year,JJ,13
5090,Meridian,NNP,13
5091,winner,NN,13
5092,Jon,NNP,13
5093,Carter,NNP,13
5094,Irving,NNP,13
5095,upper,JJ,13
5096,south,RB,21
5097,sank,VBD,13
5098,bushel,NN,13
5099,platinum,NN,13
5100,steelmakers,NNS,13
5101,earning,VBG,16
5102,Parker,NNP,13
5103,accompanied,VBN,13
5104,Square,NNP,13
5105,Eli,NNP,13
5106,commissioner,NN,13
5107,shoes,NNS,13
5108,sport,NN,13
5109,throwing,VBG,13
5110,throw,VB,15
5111,Deposit,NNP,13
5112,brothers,NNS,13
5113,wearing,VBG,13
5114,recognized,VBN,19
5115,longtime,JJ,19
5116,Murphy,NNP,13
5117,unnecessary,JJ,13
5118,Using,VBG,13
5119,constant,JJ,13
5120,O'Kicki,NNP,13
5121,challenges,NNS,15
5122,complain,VB,23
5123,reactions,NNS,13
5124,cholesterol,NN,13
5125,launching,VBG,15
5126,Northwest,NNP,13
5127,border,NN,13
5128,cultural,JJ,13
5129,perestroika,FW,13
5130,non-violent,JJ,13
5131,interviews,NNS,13
5132,Let,VB,13
5133,repairs,NNS,13
5134,delegation,NN,13
5135,acceptable,JJ,13
5136,Advertising,NNP,16
5137,Diego,NNP,13
5138,contended,VBD,15
5139,mess,NN,13
5140,method,NN,13
5141,affluent,JJ,13
5142,Gillette,NNP,13
5143,Kraft,NNP,13
5144,Microsoft,NNP,13
5145,phenomenon,NN,13
5146,sessions,NNS,13
5147,Appropriations,NNP,24
5148,Space,NNP,13
5149,diabetics,NNS,13
5150,advisory,JJ,16
5151,drilling,NN,17
5152,lows,NNS,13
5153,wish,VBP,22
5154,surface,NN,17
5155,EPA,NNP,13
5156,announcements,NNS,13
5157,Specialized,NNP,13
5158,Courtaulds,NNP,13
5159,Kravis,NNP,13
5160,issuance,NN,13
5161,desert,NN,13
5162,Mills,NNP,18
5163,Humana,NNP,13
5164,payroll,NN,13
5165,tables,NNS,13
5166,talent,NN,13
5167,conversation,NN,13
5168,assumes,VBZ,13
5169,Barry,NNP,13
5170,Egg,NNP,15
5171,Graphics,NNP,16
5172,Quebec,NNP,13
5173,transport,NN,19
5174,approached,VBN,21
5175,shock,NN,13
5176,Federated,NNP,13
5177,steam,NN,13
5178,Terry,NNP,13
5179,raider,NN,13
5180,catalog,NN,13
5181,Exterior,NNP,13
5182,privatization,NN,13
5183,theater,NN,13
5184,drama,NN,13
5185,midst,NN,13
5186,Bernard,NNP,13
5187,Petrie,NNP,13
5188,Whittle,NNP,13
5189,anxiety,NN,13
5190,wells,NNS,13
5191,attendants,NNS,13
5192,toxin,NN,13
5193,Fournier,NNP,13
5194,Schwarz,NNP,13
5195,Quantum,NNP,13
5196,Renault,NNP,13
5197,PWA,NNP,13
5198,entrepreneurs,NNS,13
5199,Merksamer,NNP,13
5200,Ramada,NNP,13
5201,abortion-rights,NNS,16
5202,Boesky,NNP,13
5203,Roderick,NNP,13
5204,Blumenfeld,NNP,13
5205,Agnos,NNP,13
5206,Peterson,NNP,13
5207,symptoms,NNS,12
5208,questionable,JJ,12
5209,Yields,NNS,12
5210,yielding,VBG,14
5211,Clark,NNP,12
5212,fifth,JJ,12
5213,gaining,VBG,12
5214,retired,VBN,29
5215,medium-sized,JJ,12
5216,interim,JJ,14
5217,stiff,JJ,12
5218,hurting,VBG,12
5219,copyright,NN,12
5220,removed,VBN,17
5221,feels,VBZ,12
5222,screens,NNS,14
5223,Gates,NNP,12
5224,O.,NNP,12
5225,advantages,NNS,12
5226,narrowly,RB,12
5227,brings,VBZ,12
5228,patterns,NNS,12
5229,watched,VBN,20
5230,suppliers,NNS,12
5231,outsiders,NNS,12
5232,sweet,JJ,12
5233,Arafat,NNP,12
5234,PLO,NNP,12
5235,tested,VBN,16
5236,establishing,VBG,12
5237,environmentalists,NNS,12
5238,homeless,JJ,18
5239,precisely,RB,12
5240,spends,VBZ,12
5241,scenes,NNS,12
5242,loose,JJ,15
5243,die,VB,16
5244,Seattle,NNP,12
5245,Heavy,NNP,14
5246,bold,JJ,12
5247,corruption,NN,12
5248,photos,NNS,12
5249,Southeast,NNP,17
5250,spur,VB,12
5251,protest,NN,15
5252,statute,NN,12
5253,bonus,NN,12
5254,classroom,NN,12
5255,textile,NN,12
5256,Year,NN,12
5257,mistake,NN,12
5258,Soon,RB,12
5259,matched,VBN,17
5260,transplants,NNS,12
5261,hampered,VBN,12
5262,London-based,JJ,12
5263,Media,NNP,12
5264,redeemed,VBN,12
5265,Trotter,NNP,12
5266,privilege,NN,12
5267,spark,VB,12
5268,requirement,NN,12
5269,threats,NNS,12
5270,judicial,JJ,12
5271,Oliver,NNP,12
5272,accepting,VBG,12
5273,fueled,VBN,21
5274,unfairly,RB,12
5275,Federation,NNP,12
5276,metropolitan,JJ,12
5277,switch,VB,21
5278,Jay,NNP,12
5279,minimal,JJ,12
5280,Dick,NNP,12
5281,editors,NNS,12
5282,would-be,JJ,12
5283,"4,000",CD,12
5284,barred,VBN,16
5285,ongoing,JJ,12
5286,Henderson,NNP,12
5287,bargain,NN,12
5288,responses,NNS,12
5289,beautiful,JJ,12
5290,solicitation,NN,12
5291,nominal,JJ,12
5292,medicine,NN,12
5293,count,NN,19
5294,fit,NN,31
5295,Moore,NNP,12
5296,doors,NNS,12
5297,breakers,NNS,12
5298,youth,NN,12
5299,vision,NN,12
5300,"40,000",CD,12
5301,tea,NN,12
5302,manner,NN,12
5303,demonstrators,NNS,12
5304,massacre,NN,12
5305,arrived,VBD,17
5306,passing,VBG,14
5307,Unfortunately,RB,12
5308,images,NNS,12
5309,Barbara,NNP,12
5310,perspective,NN,12
5311,admitting,VBG,12
5312,Glenn,NNP,12
5313,Andrew,NNP,12
5314,Stewart,NNP,12
5315,"60,000",CD,12
5316,Brian,NNP,12
5317,computer-driven,JJ,12
5318,enacted,VBN,12
5319,Given,VBN,12
5320,impressive,JJ,12
5321,House-Senate,NNP,16
5322,amendments,NNS,12
5323,prefer,VBP,24
5324,middle,NN,23
5325,evaluation,NN,12
5326,connected,VBN,15
5327,regarded,VBN,17
5328,N.Y,NNP,12
5329,criteria,NNS,12
5330,sounds,VBZ,18
5331,USIA,NNP,12
5332,McGovern,NNP,12
5333,dominated,VBN,18
5334,negotiable,JJ,12
5335,containing,VBG,12
5336,recommendation,NN,12
5337,reluctance,NN,12
5338,wheat,NN,12
5339,agriculture,NN,12
5340,exceeding,VBG,12
5341,moments,NNS,12
5342,filling,VBG,12
5343,Trans,NNP,12
5344,borough,NN,12
5345,seconds,NNS,12
5346,complains,VBZ,12
5347,destroy,VB,12
5348,Few,JJ,12
5349,inquiries,NNS,12
5350,limiting,VBG,12
5351,superconductors,NNS,12
5352,journal,NN,12
5353,franc,NN,12
5354,Candlestick,NNP,12
5355,proportion,NN,12
5356,favors,VBZ,12
5357,sidelines,NNS,12
5358,Ginnie,NNP,12
5359,derivative,JJ,12
5360,restructured,VBN,15
5361,unveil,VB,12
5362,Takeover,NN,12
5363,financial-services,NNS,17
5364,oust,VB,12
5365,shuttle,NN,12
5366,trees,NNS,12
5367,confirm,VB,20
5368,Value,NNP,12
5369,slated,VBN,12
5370,Contras,NNPS,18
5371,Nicaraguan,JJ,15
5372,Jonathan,NNP,12
5373,defects,NNS,12
5374,Runkel,NNP,12
5375,questioned,VBD,12
5376,rolling,VBG,18
5377,clothes,NNS,12
5378,carbon,NN,12
5379,rebuild,VB,12
5380,train,NN,18
5381,supports,VBZ,14
5382,minds,NNS,12
5383,Land,NNP,12
5384,PRIME,JJ,19
5385,Statistics,NNPS,19
5386,Capel,NNP,12
5387,Realty,NNP,12
5388,matching,VBG,20
5389,ride,NN,23
5390,retains,VBZ,12
5391,Prince,NNP,12
5392,valid,JJ,12
5393,invited,VBN,15
5394,theft,NN,12
5395,sick,JJ,12
5396,insolvent,JJ,12
5397,ice,NN,12
5398,Engineering,NNP,12
5399,secret,JJ,21
5400,daughter,NN,12
5401,columnist,NN,12
5402,cleared,VBN,23
5403,comic,JJ,12
5404,J.C.,NNP,12
5405,Penney,NNP,12
5406,homeowners,NNS,12
5407,Real,JJ,20
5408,viable,JJ,12
5409,grocery,NN,12
5410,animal,NN,16
5411,song,NN,12
5412,broadcasting,NN,17
5413,threw,VBD,12
5414,advising,VBG,12
5415,designs,NNS,16
5416,bus,NN,12
5417,selection,NN,12
5418,IRA,NNP,12
5419,deficits,NNS,12
5420,probe,NN,12
5421,feeling,NN,21
5422,Palo,NNP,12
5423,perfect,JJ,12
5424,pessimistic,JJ,12
5425,marked,VBD,18
5426,monitoring,NN,20
5427,boasts,VBZ,12
5428,concerning,VBG,12
5429,proceed,VB,12
5430,Members,NNS,15
5431,Nynex,NNP,12
5432,availability,NN,12
5433,landscape,NN,12
5434,Network,NNP,12
5435,Chugai,NNP,12
5436,Ted,NNP,12
5437,Orkem,NNP,12
5438,fraudulent,JJ,12
5439,counter,VB,26
5440,Cie,NNP,12
5441,refining,NN,14
5442,depreciation,NN,12
5443,likes,VBZ,12
5444,discovery,NN,12
5445,enhance,VB,12
5446,encouraged,VBN,20
5447,pitch,NN,12
5448,slowed,VBD,21
5449,NRM,NNP,12
5450,withdrawals,NNS,12
5451,maintains,VBZ,12
5452,assassination,NN,12
5453,settling,VBG,14
5454,Worth,NNP,12
5455,Sells,NNP,12
5456,Colombia,NNP,12
5457,Politburo,NNP,12
5458,latter,JJ,17
5459,Through,IN,12
5460,listen,VB,14
5461,ourselves,PRP,12
5462,Republic,NNP,12
5463,Casualty,NNP,12
5464,chromosome,NN,12
5465,Bristol-Myers,NNP,12
5466,Peladeau,NNP,12
5467,Alberta,NNP,12
5468,Mackenzie,NNP,12
5469,TransCanada,NNP,12
5470,threatening,VBG,16
5471,Bobby,NNP,12
5472,Margaret,NNP,12
5473,tax-free,JJ,12
5474,informed,VBN,19
5475,Ciba-Geigy,NNP,12
5476,marginal,JJ,12
5477,decent,JJ,12
5478,Kate,NNP,12
5479,stabilize,VB,12
5480,catastrophe,NN,12
5481,publishers,NNS,12
5482,ignore,VB,16
5483,Darman,NNP,12
5484,Polly,NNP,12
5485,declares,VBZ,12
5486,island,NN,12
5487,Intelligence,NNP,12
5488,GTE,NNP,12
5489,Are,VBP,12
5490,waves,NNS,12
5491,prosecutions,NNS,12
5492,broadcast,NN,20
5493,K,NNP,12
5494,apartments,NNS,12
5495,noncallable,JJ,12
5496,Texans,NNPS,12
5497,kronor,NNS,12
5498,Norton,NNP,12
5499,workstations,NNS,12
5500,Northrop,NNP,12
5501,Odeon,NNP,12
5502,Masson,NNP,12
5503,coins,NNS,12
5504,Mirage,NNP,12
5505,utilization,NN,12
5506,salesmen,NNS,12
5507,Lorin,NNP,12
5508,HomeFed,NNP,14
5509,CFCs,NNP,20
5510,Memories,NNP,15
5511,H&R,NNP,12
5512,Barre,NNP,12
5513,furs,NNS,12
5514,indexing,NN,12
5515,Chan,NNP,12
5516,Kent,NNP,11
5517,substance,NN,11
5518,striking,JJ,16
5519,regulate,VB,11
5520,dumped,VBD,20
5521,Dreyfus,NNP,11
5522,year-end,NN,15
5523,Springs,NNP,15
5524,Victor,NNP,11
5525,Indiana,NNP,11
5526,refunds,NNS,11
5527,creativity,NN,11
5528,contain,VB,19
5529,Arabia,NNP,11
5530,intellectual,JJ,11
5531,inadequate,JJ,11
5532,Greece,NNP,11
5533,protecting,VBG,11
5534,memories,NNS,11
5535,Reserves,NNS,13
5536,personally,RB,11
5537,Second,NNP,24
5538,Montedison,NNP,11
5539,explosion,NN,11
5540,taste,NN,11
5541,Nonetheless,RB,11
5542,folks,NNS,11
5543,climbing,VBG,11
5544,counts,VBZ,21
5545,contemporary,JJ,11
5546,plot,NN,11
5547,Wood,NNP,11
5548,describes,VBZ,11
5549,male,JJ,18
5550,plate,NN,11
5551,smoking,NN,11
5552,cabinet,NN,11
5553,compensate,VB,11
5554,parliament,NN,11
5555,revived,VBN,11
5556,contained,VBD,21
5557,existence,NN,11
5558,reservations,NNS,11
5559,tradition,NN,11
5560,generations,NNS,11
5561,female,JJ,16
5562,neighbors,NNS,11
5563,route,NN,11
5564,contributing,VBG,11
5565,Wilson,NNP,11
5566,understanding,NN,17
5567,desirable,JJ,11
5568,anger,NN,11
5569,defended,VBD,11
5570,dark,JJ,14
5571,breakdown,NN,11
5572,dismissal,NN,11
5573,advised,VBD,19
5574,herself,PRP,11
5575,correct,VB,22
5576,Communication,NNP,11
5577,humans,NNS,11
5578,federally,RB,11
5579,anti-abortion,JJ,11
5580,assured,VBN,13
5581,imposing,VBG,11
5582,mechanism,NN,11
5583,tracks,VBZ,18
5584,document,NN,11
5585,speculated,VBD,16
5586,sum,NN,13
5587,high-priced,JJ,11
5588,penny,NN,11
5589,Hiroshima,NNP,11
5590,library,NN,11
5591,converting,VBG,11
5592,cites,VBZ,11
5593,Cosby,NNP,11
5594,tactics,NNS,11
5595,N.C.,NNP,11
5596,disappointment,NN,11
5597,print,NN,19
5598,Free,NNP,13
5599,stem,VB,22
5600,perceived,VBN,11
5601,discretionary,JJ,11
5602,exercised,VBN,11
5603,mature,VBP,26
5604,marketer,NN,11
5605,Eaton,NNP,11
5606,likelihood,NN,11
5607,replacing,VBG,11
5608,rhetoric,NN,11
5609,Alliance,NNP,11
5610,saving,VBG,15
5611,travelers,NNS,11
5612,scrambling,VBG,11
5613,Foster,NNP,11
5614,demise,NN,11
5615,arguing,VBG,11
5616,execute,VB,11
5617,hitting,VBG,11
5618,Angels,NNPS,11
5619,bell,NN,11
5620,methods,NNS,11
5621,hole,NN,11
5622,nearby,JJ,15
5623,aims,VBZ,14
5624,speak,VB,17
5625,Right,RB,16
5626,founded,VBD,22
5627,Income,NNP,13
5628,500-stock,JJ,11
5629,element,NN,11
5630,wealthy,JJ,11
5631,historic,JJ,11
5632,aim,NN,13
5633,visited,VBD,15
5634,Klein,NNP,11
5635,Birmingham,NNP,11
5636,I.,NNP,14
5637,consented,VBD,11
5638,N.,NNP,11
5639,"2,500",CD,11
5640,Bronx,NNP,11
5641,Md.,NNP,11
5642,Stuart,NNP,11
5643,opens,VBZ,11
5644,implies,VBZ,11
5645,picked,VBD,19
5646,swiftly,RB,11
5647,Caribbean,NNP,13
5648,lobbyist,NN,11
5649,install,VB,11
5650,OSHA,NNP,11
5651,discrepancies,NNS,11
5652,lacks,VBZ,11
5653,Johns,NNP,11
5654,Prof.,NNP,11
5655,Allied,NNP,11
5656,Chivas,NNP,11
5657,weaken,VB,13
5658,diminished,VBN,15
5659,Lorenzo,NNP,11
5660,sorts,NNS,11
5661,beauty,NN,11
5662,memo,NN,11
5663,Amendment,NNP,11
5664,Gordon,NNP,11
5665,Herbert,NNP,11
5666,convince,VB,11
5667,Fulton,NNP,11
5668,depository,NN,13
5669,LOAN,NNP,11
5670,NATIONAL,NNP,11
5671,ASSOCIATION,NNP,11
5672,Article,NNP,11
5673,declaring,VBG,11
5674,context,NN,11
5675,extending,VBG,11
5676,maximize,VB,11
5677,betting,VBG,11
5678,occurs,VBZ,11
5679,Short,JJ,16
5680,somehow,RB,11
5681,taxation,NN,11
5682,completing,VBG,11
5683,staffs,NNS,11
5684,Patrick,NNP,11
5685,shortages,NNS,11
5686,capitalism,NN,11
5687,moderately,RB,11
5688,samples,NNS,11
5689,pricings,NNS,11
5690,allocation,NN,11
5691,structured,VBN,14
5692,meaning,VBG,19
5693,uncertainties,NNS,11
5694,liable,JJ,11
5695,transfers,NNS,11
5696,start-up,JJ,23
5697,profit-taking,NN,11
5698,Goldsmith,NNP,11
5699,Amsterdam,NNP,11
5700,Sydney,NNP,11
5701,Perspective,NNP,11
5702,Water,NNP,11
5703,Walker,NNP,11
5704,Occidental,NNP,11
5705,Toledo,NNP,11
5706,Activity,NN,13
5707,Lawmakers,NNS,11
5708,Russell,NNP,11
5709,deliberately,RB,11
5710,Order,NNP,14
5711,indexes,NNS,11
5712,300-a-share,JJ,11
5713,notified,VBN,11
5714,assumed,VBD,20
5715,Edelman,NNP,11
5716,explore,VB,11
5717,Reuters,NNP,11
5718,experienced,VBN,27
5719,firmly,RB,11
5720,toy,NN,11
5721,Contra,NNP,13
5722,violating,VBG,11
5723,vowed,VBD,11
5724,Salinas,NNP,11
5725,Dollar,NN,19
5726,protein,NN,11
5727,treating,VBG,11
5728,induce,VB,11
5729,formation,NN,11
5730,integrity,NN,11
5731,assurance,NN,11
5732,scams,NNS,11
5733,scandals,NNS,11
5734,whenever,WRB,11
5735,battery,NN,11
5736,Otherwise,RB,11
5737,exporters,NNS,11
5738,river,NN,11
5739,strain,NN,14
5740,procedural,JJ,11
5741,industrywide,JJ,13
5742,shared,VBN,15
5743,audiences,NNS,11
5744,dubbed,VBN,14
5745,singer,NN,11
5746,warm,JJ,14
5747,principles,NNS,11
5748,hybrid,JJ,16
5749,Robinson,NNP,11
5750,naturally,RB,11
5751,Goldberg,NNP,11
5752,Indian,JJ,16
5753,Early,RB,13
5754,fun,NN,11
5755,Dave,NNP,11
5756,inflation-adjusted,JJ,11
5757,retained,VBD,21
5758,background,NN,11
5759,alter,VB,11
5760,denominations,NNS,11
5761,flagship,NN,11
5762,phase,NN,11
5763,drinking,NN,16
5764,gray,JJ,11
5765,Manuel,NNP,11
5766,destruction,NN,11
5767,Europeans,NNPS,13
5768,seemingly,RB,11
5769,sister,NN,13
5770,arrest,NN,15
5771,Hess,NNP,11
5772,portable,JJ,11
5773,nights,NNS,11
5774,boss,NN,11
5775,missile,NN,11
5776,linking,VBG,11
5777,regularly,RB,11
5778,myself,PRP,11
5779,Cambria,NNP,11
5780,western,JJ,11
5781,lawn,NN,11
5782,unexpectedly,RB,11
5783,unrelated,JJ,11
5784,proof,NN,11
5785,evaluate,VB,11
5786,Pennzoil,NNP,11
5787,avoided,VBN,14
5788,Building,NNP,13
5789,rely,VB,17
5790,accusations,NNS,11
5791,frequent,JJ,11
5792,mounting,VBG,11
5793,mystery,NN,11
5794,misleading,JJ,16
5795,fishing,NN,11
5796,vessels,NNS,11
5797,Israeli,JJ,15
5798,Fifth,NNP,11
5799,admitted,VBN,21
5800,legislator,NN,11
5801,proposes,VBZ,11
5802,schedules,NNS,11
5803,Infiniti,NNP,11
5804,Lexus,NNP,11
5805,naval,JJ,11
5806,critic,NN,11
5807,sea,NN,11
5808,excuse,NN,13
5809,criminals,NNS,11
5810,Cambodia,NNP,11
5811,discounting,NN,21
5812,Levy,NNP,11
5813,1960s,NNS,17
5814,Alto,NNP,11
5815,receivables,NN,14
5816,thereafter,RB,11
5817,fruit,NN,11
5818,Mexican,JJ,16
5819,Kleinwort,NNP,11
5820,tends,VBZ,11
5821,idle,JJ,17
5822,forget,VB,11
5823,Pittston,NNP,11
5824,Medicaid,NNP,11
5825,Sharon,NNP,11
5826,upward,RB,20
5827,flexible,JJ,11
5828,comply,VB,11
5829,Hambrecht,NNP,11
5830,Quist,NNP,11
5831,refinancing,NN,15
5832,satellite,NN,11
5833,Panamanian,JJ,11
5834,bacteria,NNS,11
5835,Financiere,NNP,11
5836,underwriting,NN,13
5837,bikes,NNS,11
5838,painful,JJ,11
5839,Pfeiffer,NNP,11
5840,Satellite,NNP,11
5841,secure,VB,19
5842,love,NN,23
5843,vigorous,JJ,11
5844,Bryant,NNP,11
5845,eat,VB,15
5846,Magazine,NNP,13
5847,Lexington,NNP,11
5848,dissident,JJ,14
5849,Sons,NNP,20
5850,platform,NN,11
5851,"8,000",CD,11
5852,pouring,VBG,11
5853,Colombian,JJ,11
5854,cooperatives,NNS,11
5855,resignations,NNS,11
5856,Swedish,JJ,16
5857,Hoechst,NNP,11
5858,Title,NNP,13
5859,surveys,NNS,11
5860,sentenced,VBN,11
5861,Burger,NNP,11
5862,Forest,NNP,11
5863,highways,NNS,11
5864,helicopter,NN,11
5865,aluminum,NN,11
5866,Foothills,NNP,11
5867,Independent,NNP,16
5868,Carol,NNP,11
5869,freely,RB,11
5870,Corr,NNP,11
5871,weakening,VBG,19
5872,attitudes,NNS,11
5873,write-down,NN,11
5874,shippers,NNS,11
5875,Sutton,NNP,11
5876,slashed,VBD,16
5877,duck,NN,11
5878,candy,NN,11
5879,Richter,NNP,11
5880,corner,NN,13
5881,ignored,VBN,16
5882,Luzon,NNP,11
5883,Fitzwater,NNP,11
5884,pro,FW,20
5885,Rican,JJ,14
5886,prospectus,NN,11
5887,Nathan,NNP,11
5888,Chung,NNP,11
5889,actors,NNS,11
5890,mart,NNP,11
5891,slipping,VBG,11
5892,catastrophic,JJ,11
5893,temperatures,NNS,11
5894,ranges,NNS,14
5895,Trinova,NNP,11
5896,Eastman,NNP,11
5897,stretch,NN,13
5898,Emhart,NNP,11
5899,Wang,NNP,11
5900,Vila,NNP,11
5901,Marketing,NNP,11
5902,Goodyear,NNP,11
5903,Gorky,NNP,11
5904,Rights,NNP,19
5905,View,NNP,11
5906,high-definition,JJ,11
5907,pachinko,NN,11
5908,bay,NN,11
5909,navy,NN,11
5910,Carat,NNP,11
5911,lung,NN,10
5912,studied,VBN,16
5913,computerized,JJ,10
5914,midnight,NN,10
5915,guests,NNS,10
5916,rock,NN,10
5917,lights,NNS,10
5918,breakfast,NN,10
5919,museum,NN,10
5920,announcer,NN,10
5921,sponsor,NN,12
5922,buses,NNS,10
5923,hottest,JJS,10
5924,Newsweek,NNP,10
5925,mid-October,NNP,16
5926,Haven,NNP,10
5927,slash,VB,12
5928,precedent,NN,10
5929,inched,VBD,10
5930,benefited,VBD,18
5931,manufacture,VB,13
5932,operational,JJ,10
5933,drain,NN,14
5934,honor,VB,19
5935,degrees,NNS,10
5936,Mulford,NNP,10
5937,milestones,NNS,10
5938,pharmaceuticals,NNS,10
5939,label,NN,10
5940,gradually,RB,10
5941,petition,NN,10
5942,grant,VB,18
5943,stepping,VBG,10
5944,purchasers,NNS,10
5945,indirect,JJ,10
5946,Erbamont,NNP,10
5947,closed-end,JJ,10
5948,Philippine,JJ,15
5949,wildly,RB,10
5950,Affairs,NNP,18
5951,U.S.S.R.,NNP,10
5952,obstacles,NNS,10
5953,Private,JJ,14
5954,signals,NNS,15
5955,buildup,NN,10
5956,cutbacks,NNS,10
5957,boomers,NNS,10
5958,reader,NN,10
5959,unique,JJ,10
5960,funny,JJ,10
5961,wear,VB,15
5962,smoke,NN,15
5963,Palestinian,JJ,12
5964,Czechoslovakia,NNP,10
5965,laid,VBN,13
5966,earns,VBZ,10
5967,score,NN,12
5968,voices,NNS,10
5969,sympathetic,JJ,10
5970,openly,RB,10
5971,eating,VBG,12
5972,voluntarily,RB,10
5973,tour,NN,10
5974,complicated,VBN,20
5975,Nancy,NNP,10
5976,treated,VBN,12
5977,enhanced,VBN,15
5978,Walt,NNP,10
5979,Publishing,NNP,12
5980,Materials,NNPS,10
5981,precise,JJ,10
5982,Critics,NNS,10
5983,Linda,NNP,10
5984,awful,JJ,10
5985,taught,VBD,13
5986,attending,VBG,10
5987,Watson,NNP,10
5988,certificate,NN,10
5989,testify,VB,10
5990,witnesses,NNS,10
5991,slate,NN,10
5992,Louisiana,NNP,10
