type,token,index,frequency
word,funny,2410,10
word,hero,2411,9
word,snow,2412,5
word,search,2413,22
word,elusive,2414,5
word,sheep,2415,2
word,star,2416,18
word,back,2417,420
word,behest,2418,4
word,sinister,2419,2
word,erudite,2420,2
word,mobster,2421,2
word,Stanford,2422,8
word,degree,2423,21
word,tow,2424,2
word,girlfriend,2425,7
word,mark,2426,54
word,her,2427,414
word,anything,2428,98
word,butterfly,2429,2
word,meets,2430,7
word,solicitous,2431,2
word,Christian,2432,16
word,chauffeur,2433,2
word,offers,2434,75
word,God,2435,16
word,phone,2436,54
word,Man,2437,8
word,sweet,2438,12
word,figure,2439,76
word,wears,2440,7
word,else,2441,70
word,sheepskin,2442,2
word,40-year-old,2443,7
word,sensation,2444,3
word,Norwegian,2445,7
word,Wood,2446,11
word,seems,2447,109
word,fluent,2448,3
word,Beatles,2449,2
word,copies,2450,25
word,published,2451,37
word,youthful,2452,2
word,Tokyo,2453,164
word,brat,2454,2
word,pack,2455,12
word,dominating,2456,2
word,charts,2457,7
word,Their,2458,43
word,books,2459,49
word,written,2460,41
word,language,2461,42
word,usually,2462,97
word,carry,2463,62
word,Gotta,2464,2
word,Have,2465,7
word,Wa,2466,3
word,Macmillan,2467,9
word,baseball,2468,50
word,Nipponese,2469,2
word,version,2470,57
word,call,2471,103
word,game,2472,85
word,describes,2473,11
word,mirror,2474,9
word,fabled,2475,4
word,virtues,2476,4
word,harmony,2477,6
word,spirit,2478,13
word,ballplayers,2479,4
word,player,2480,33
word,commitment,2481,33
word,practice,2482,69
word,image,2483,67
word,important,2484,170
word,batting,2485,2
word,Polls,2486,4
word,Giants,2487,23
word,humble,2488,3
word,soul,2489,4
word,male,2490,18
word,symbol,2491,15
word,played,2492,51
word,ball,2493,9
word,bat,2494,4
word,unrecognizable,2495,2
word,Fans,2496,2
word,foul,2497,3
word,balls,2498,6
word,stadium,2499,20
word,ushers,2500,2
word,strike,2501,86
word,zone,2502,5
word,expands,2503,4
word,depending,2504,18
word,size,2505,90
word,hitter,2506,3
word,ties,2507,38
word,honorably,2508,2
word,sidestep,2509,2
word,shame,2510,7
word,defeat,2511,13
word,players,2512,59
word,must,2513,236
word,abide,2514,2
word,strict,2515,15
word,rules,2516,112
word,conduct,2517,25
word,lives,2518,38
word,always,2519,115
word,wear,2520,15
word,road,2521,37
word,amusing,2522,6
word,chronicle,2523,3
word,fare,2524,21
word,enormous,2525,37
word,sums,2526,9
word,plate,2527,11
word,run,2528,156
word,Funny,2529,3
word,Katzenstein,2530,5
word,complaint,2531,22
word,whom,2532,53
word,Sony,2533,93
word,hosted,2534,2
word,regret,2535,8
word,parties,2536,64
word,sometimes,2537,59
word,vicious,2538,7
word,mundane,2539,5
word,aspects,2540,23
word,employees,2541,211
word,assigned,2542,16
word,lunch,2543,17
word,partners,2544,57
word,austere,2545,3
word,dormitory,2546,2
word,Some,2547,306
word,observations,2548,4
word,style,2549,45
word,salarymen,2550,2
word,unproductive,2551,2
word,overtime,2552,11
word,sake,2553,2
word,solidarity,2554,2
word,assistant,2555,46
word,letting,2556,14
word,young,2557,80
word,employee,2558,55
word,responsibility,2559,40
word,frustrating,2560,4
word,science,2561,14
word,invent,2562,3
word,ultimately,2563,38
word,lesson,2564,13
word,fired,2565,26
word,committed,2566,39
word,social,2567,44
word,crime,2568,57
word,appointment,2569,20
word,venerable,2570,6
word,Akio,2571,4
word,Morita,2572,3
word,never,2573,166
word,certainly,2574,54
word,learned,2575,33
word,something,2576,125
word,Ms.,2577,205
word,Kirkpatrick,2578,2
word,deputy,2579,44
word,editorial,2580,28
word,features,2581,25
word,corners,2582,5
word,globe,2583,7
word,becoming,2584,39
word,tobacco,2585,30
word,smoke,2586,15
word,Singapore,2587,42
word,entering,2588,16
word,restaurants,2589,26
word,stores,2590,113
word,sports,2591,65
word,centers,2592,50
word,clubs,2593,7
word,exempt,2594,9
word,smoking,2595,12
word,bars,2596,7
word,except,2597,51
word,hours,2598,113
word,bans,2599,7
word,theaters,2600,7
word,elevators,2601,9
word,hospitals,2602,20
word,fast-food,2603,34
word,minister,2604,40
word,prime,2605,36
word,Week,2606,5
word,Kuala,2607,5
word,Lumpur,2608,5
word,urged,2609,39
word,visiting,2610,6
word,stalls,2611,2
word,posters,2612,4
word,restricts,2613,6
word,designated,2614,8
word,indicates,2615,30
word,consumers,2616,80
word,materialistic,2617,3
word,carried,2618,34
word,Backer,2619,14
word,Spielvogel,2620,23
word,Bates,2621,14
word,agency,2622,276
word,colony,2623,16
word,feel,2624,84
word,pressured,2625,11
word,surveyed,2626,23
word,identified,2627,36
word,one-third,2628,32
word,great,2629,109
word,deal,2630,195
word,stress,2631,26
word,Thai,2632,2
word,cabinet,2633,11
word,endorsed,2634,12
word,proposal,2635,195
word,build,2636,121
word,center,2637,90
word,"20,000",2638,24
word,Bangkok,2639,2
word,Central,2640,45
word,Plaza,2641,9
word,Hotel,2642,14
word,balked,2643,7
word,conditions,2644,93
word,undertaking,2645,8
word,necessary,2646,69
word,Yasser,2647,2
word,Arafat,2648,12
word,Olympic,2649,5
word,Committee,2650,120
word,asking,2651,44
word,Palestinian,2652,13
word,Palestine,2653,2
word,Liberation,2654,4
word,Organization,2655,25
word,membership,2656,41
word,renewed,2657,28
word,application,2658,19
word,PLO,2659,12
word,organizations,2660,29
word,win,2661,75
word,Health,2662,65
word,Tourism,2663,3
word,Beijing,2664,46
word,mainland,2665,2
word,Chinese,2666,65
word,AIDS,2667,28
word,sex,2668,20
word,Daily,2669,18
word,man,2670,105
word,disease,2671,22
word,hospital,2672,30
word,tests,2673,55
word,Once,2674,36
word,confirmed,2675,43
word,associates,2676,23
word,family,2677,150
word,tested,2678,16
word,newspaper,2679,83
word,chaotic,2680,4
word,life,2681,190
word,Polish,2682,24
word,charges,2683,164
word,gas,2684,154
word,unrealistically,2685,3
word,line,2686,190
word,compensate,2687,11
word,coal,2688,37
word,happier,2689,2
word,establishing,2690,12
word,diplomatic,2691,9
word,Poland,2692,84
word,loans,2693,247
word,financially,2694,23
word,strapped,2695,9
word,Warsaw,2696,19
word,victory,2697,24
word,environmentalists,2698,12
word,Hungary,2699,37
word,parliament,2700,11
word,terminated,2701,12
word,multibillion-dollar,2702,5
word,River,2703,35
word,dam,2704,7
word,Austrian,2705,2
word,Nagymaros,2706,2
word,upstream,2707,3
word,Czechoslovakia,2708,10
word,ending,2709,58
word,authorized,2710,23
word,Prime,2711,44
word,Nemeth,2712,2
word,modify,2713,5
word,environmental,2714,67
word,damage,2715,128
word,twin,2716,3
word,planned,2717,98
word,Czech,2718,3
word,ca,2719,170
word,operated,2720,13
word,solely,2721,15
word,peak,2722,22
word,periods,2723,18
word,painting,2724,12
word,Scandinavian,2725,5
word,Stockholm,2726,16
word,painted,2727,8
word,oils,2728,8
word,playwright,2729,6
word,weddings,2730,2
word,upturn,2731,4
word,"6,000",2732,16
word,couples,2733,17
word,rings,2734,3
word,national,2735,185
word,statistics,2736,30
word,"400,000",2737,20
word,debentures,2738,76
word,due,2739,333
word,"100,000",2740,45
word,bond,2741,248
word,warrants,2742,42
word,Toronto-based,2743,14
word,real,2744,287
word,estate,2745,177
word,warrant,2746,23
word,entitles,2747,4
word,holder,2748,27
word,"1,000",2749,89
word,par,2750,74
word,accrued,2751,14
word,date,2752,66
word,Lead,2753,2
word,underwriters,2754,53
word,Scotia,2755,2
word,RBC,2756,2
word,Dominion,2757,7
word,dealers,2758,105
word,actor,2759,14
word,Lane,2760,22
word,Charlie,2761,9
word,Chaplin,2762,4
word,Steve,2763,19
word,Martin,2764,37
word,laid,2765,13
word,claim,2766,64
word,writer,2767,27
word,Little,2768,25
word,Tramp,2769,5
word,film,2770,55
word,student,2771,36
word,Purchase,2772,3
word,campus,2773,7
word,shot,2774,32
word,Place,2775,2
word,black-and-white,2776,3
word,sketch,2777,2
word,artist,2778,14
word,streets,2779,23
word,revived,2780,11
word,Artist,2781,8
word,Sidewalk,2782,4
word,Stories,2783,4
word,poignant,2784,2
word,piece,2785,42
word,modern-day,2786,3
word,Of,2787,55
word,contained,2788,21
word,dialogue,2789,15
word,homeless,2790,18
word,person,2791,68
word,really,2792,120
word,silent,2793,6
word,Marc,2794,4
word,college,2795,50
word,friend,2796,27
word,earns,2797,10
word,living,2798,43
word,playing,2799,34
word,double,2800,48
word,bass,2801,3
word,classical,2802,4
word,music,2803,38
word,prepared,2804,58
word,exciting,2805,9
word,eclectic,2806,3
word,score,2807,12
word,characters,2808,18
word,thinking,2809,25
word,feeling,2810,21
word,precisely,2811,12
word,words,2812,55
word,Much,2813,26
word,takes,2814,74
word,highly,2815,74
word,romanticized,2816,2
word,view,2817,111
word,lovely,2818,6
word,black,2819,107
word,white,2820,64
word,Bill,2821,44
word,seem,2822,102
word,benign,2823,7
word,women,2824,91
word,walk,2825,19
word,purpose,2826,30
word,hangs,2827,5
word,Greenwich,2828,13
word,Village,2829,3
word,strip,2830,19
word,Sixth,2831,2
word,Avenue,2832,21
word,populated,2833,5
word,good-natured,2834,3
word,crack,2835,18
word,selling,2836,234
word,four-year-old,2837,5
word,cardboard,2838,2
word,box,2839,15
word,routine,2840,16
word,spends,2841,12
word,passers-by,2842,2
word,night,2843,83
word,returns,2844,100
word,condemned,2845,5
word,calls,2846,133
word,His,2847,96
word,competing,2848,28
word,given,2849,124
word,blind,2850,5
word,girl,2851,6
word,cure,2852,10
word,Lights,2853,3
word,charge,2854,188
word,returning,2855,14
word,two-year-old,2856,4
word,Nicole,2857,2
word,murdered,2858,8
word,mother,2859,27
word,cute,2860,2
word,child,2861,37
word,turns,2862,36
word,blessing,2863,6
word,sense,2864,88
word,serious,2865,78
word,inadequacy,2866,3
word,beds,2867,2
word,Mission,2868,3
word,To,2869,150
word,stakes,2870,23
word,dreamed,2871,4
word,romance,2872,4
word,woman,2873,82
word,children,2874,95
word,shop,2875,27
word,expensive,2876,60
word,apartment,2877,20
word,strongly,2878,30
word,camera,2879,14
word,behind,2880,86
word,final,2881,83
word,glamorize,2882,2
word,existence,2883,11
word,ends,2884,21
word,sound,2885,39
word,street,2886,29
word,whimsical,2887,3
word,enviable,2888,3
word,rough,2889,14
word,beaten,2890,6
word,voices,2891,11
word,French,2892,115
word,Claude,2893,3
word,Chabrol,2894,2
word,managed,2895,47
word,weird,2896,6
word,achievement,2897,8
word,Story,2898,5
word,Women,2899,9
word,harsh,2900,7
word,brilliant,2901,6
word,picture,2902,37
word,captivating,2903,2
word,character,2904,24
word,viewed,2905,26
word,sympathetic,2906,10
word,angle,2907,3
word,Marie-Louise,2908,3
word,historical,2909,17
word,significance,2910,8
word,executed,2911,17
word,Vichy,2912,2
word,hypocrisy,2913,4
word,collaborated,2914,3
word,Germans,2915,23
word,thousands,2916,55
word,Resistance,2917,2
word,fighters,2918,2
word,Jews,2919,5
word,needed,2920,108
word,symbolic,2921,5
word,abortionist,2922,2
word,accidentally,2923,2
word,enabled,2924,7
word,jam,2925,4
word,cocoa,2926,16
word,goodies,2927,4
word,untrained,2928,2
word,botched,2929,3
word,job,2930,134
word,killed,2931,28
word,client,2932,56
word,Her,2933,29
word,remorse,2934,3
word,dreadful,2935,2
word,husband,2936,32
word,openly,2937,10
word,lover,2938,2
word,presented,2939,23
word,Marie,2940,3
word,Latour,2941,2
word,nice,2942,19
word,deserve,2943,11
word,recommend,2944,11
word,Old,2945,25
word,confused,2946,4
word,rendering,2947,3
word,Mexican,2948,16
word,Revolution,2949,5
word,Most,2950,128
word,taken,2951,154
word,endless,2952,5
word,scenes,2953,12
word,fighting,2954,30
word,eating,2955,13
word,drinking,2956,16
word,celebrate,2957,4
word,mention,2958,15
word,movies,2959,50
word,bright,2960,14
word,spot,2961,39
word,Peck,2962,13
word,loose,2963,16
word,energetic,2964,7
word,portrayal,2965,4
word,die,2966,17
word,Video,2967,8
word,Tip,2968,2
word,Before,2969,31
word,seeing,2970,26
word,look,2971,138
word,finest,2972,4
word,Boeing,2973,44
word,discussing,2974,27
word,plans,2975,363
word,regular,2976,45
word,possibly,2977,35
word,larger,2978,71
word,discussions,2979,49
word,stages,2980,17
word,specific,2981,81
word,Seattle,2982,13
word,Kawasaki,2983,4
word,Heavy,2984,14
word,Industries,2985,111
word,Mitsubishi,2986,62
word,Fuji,2987,21
word,sections,2988,8
word,accounting,2989,59
word,aircraft,2990,59
word,press,2991,86
word,speculated,2992,16
word,contribution,2993,18
word,goes,2994,68
word,ahead,2995,104
word,plane,2996,19
word,hit,2997,122
word,mid-1990s,2998,6
word,negative,2999,74
word,secondary,3000,36
word,campaigns,3001,18
word,event,3002,43
word,irony,3003,6
word,attack,3004,32
word,commercial,3005,173
word,getting,3006,152
word,presidential,3007,23
word,campaign,3008,108
word,election,3009,47
word,contests,3010,2
word,scattered,3011,7
word,across,3012,83
word,ads,3013,70
word,fears,3014,50
word,mudslinging,3015,2
word,empty,3016,11
word,issues,3017,332
word,ushering,3018,2
word,era,3019,18
word,content,3020,10
word,stirrings,3021,2
word,politics,3022,37
word,dawn,3023,5
word,art,3024,32
word,stage,3025,33
word,consultant,3026,64
word,your,3027,172
word,TV,3028,160
word,needs,3029,81
word,bold,3030,12
word,entertaining,3031,7
word,means,3032,106
word,confrontational,3033,4
word,fights,3034,6
word,Take,3035,15
word,commercials,3036,14
word,tone,3037,25
word,elections,3038,44
word,Jersey,3039,52
word,Virginia,3040,35
word,screen,3041,25
word,fills,3042,3
word,tight,3043,23
word,facial,3044,3
word,Dinkins,3045,89
word,Democratic,3046,85
word,candidate,3047,29
word,mayor,3048,30
word,income,3049,428
word,straight,3050,24
word,voice,3051,35
word,Republican,3052,62
word,Giuliani,3053,28
word,Roger,3054,23
word,Ailes,3055,5
word,master,3056,22
word,gets,3057,56
word,contributions,3058,30
word,accurately,3059,7
word,links,3060,17
word,insurance,3061,280
word,convicted,3062,32
word,kidnapper,3063,3
word,phony,3064,8
word,kicker,3065,5
word,Why,3066,39
word,wait,3067,34
word,caught,3068,35
word,Siegal,3069,2
word,corruption,3070,12
word,simply,3071,105
word,exist,3072,24
word,Stung,3073,2
word,consultants,3074,43
word,finally,3075,50
word,unleashed,3076,4
word,shows,3077,83
word,distorted,3078,6
word,photos,3079,12
word,politicians,3080,43
word,Compare,3081,3
word,candidates,3082,48
word,One,3083,278
word,banning,3084,16
word,cop-killer,3085,3
word,bullets,3086,6
word,opposed,3087,50
word,pro-choice,3088,20
word,choose,3089,23
word,Who,3090,24
word,telling,3091,29
word,truth,3092,19
word,Everybody,3093,9
word,nobody,3094,21
word,classic,3095,14
word,situation,3096,103
word,accurate,3097,9
word,fail,3098,24
word,insists,3099,21
word,voluntarily,3100,10
word,admitted,3101,21
word,oversight,3102,8
word,secret,3103,21
word,Campaign,3104,4
word,refused,3105,44
word,matching,3106,20
word,incomplete,3107,8
word,errors,3108,14
word,know,3109,211
word,get-out-the-vote,3110,2
word,kidnapping,3111,5
word,Peter,3112,88
word,Powers,3113,5
word,deceptive,3114,8
word,side,3115,85
word,argues,3116,24
word,knows,3117,38
word,reservations,3118,11
word,Lt.,3119,4
word,Gov.,3120,28
word,Wilder,3121,9
word,gubernatorial,3122,6
word,battle,3123,76
word,Marshall,3124,29
word,Coleman,3125,19
word,abortion,3126,110
word,agree,3127,48
word,tour,3128,11
word,de,3129,93
word,Against,3130,6
word,superimposed,3131,2
word,flag,3132,22
word,tradition,3133,11
word,freedom,3134,24
word,liberty,3135,3
word,generations,3136,11
word,statue,3137,2
word,Jefferson,3138,8
word,wanted,3139,96
word,rape,3140,27
word,incest,3141,17
word,denies,3142,17
word,dynamics,3143,4
word,transforming,3144,2
word,referendum,3145,5
word,attorney,3146,113
word,series,3147,103
word,advertisements,3148,7
word,created,3149,90
word,Bob,3150,35
word,Goodman,3151,3
word,shake,3152,13
word,attracted,3153,25
word,featured,3154,12
word,close-up,3155,2
word,shadows,3156,2
word,suggested,3157,46
word,recalling,3158,3
word,unpleasant,3159,4
word,courtroom,3160,13
word,ordeal,3161,3
word,introduced,3162,77
word,bill,3163,293
word,victims,3164,56
word,younger,3165,26
word,interrogated,3166,2
word,lawyers,3167,129
word,accused,3168,51
word,tried,3169,57
word,pass,3170,40
word,constituent,3171,4
word,legislative,3172,27
word,technique,3173,21
word,lawmakers,3174,53
word,unfounded,3175,3
word,grown,3176,36
word,tired,3177,4
word,gotten,3178,21
word,stigma,3179,5
word,Mark,3180,36
word,scientist,3181,14
word,Mary,3182,28
word,onus,3183,2
word,campaigning,3184,5
word,devote,3185,7
word,remainder,3186,16
word,season,3187,59
word,positive,3188,47
word,truce,3189,8
word,lasted,3190,4
word,stations,3191,55
word,carrying,3192,31
word,featuring,3193,17
word,himself,3194,88
word,questions,3195,89
word,sensitivity,3196,2
word,attacks,3197,20
word,Rep.,3198,111
word,Florio,3199,22
word,aired,3200,9
word,Pinocchio,3201,3
word,photograph,3202,5
word,Jim,3203,28
word,Courter,3204,26
word,Remember,3205,7
word,female,3206,16
word,Consider,3207,13
word,mean,3208,63
word,dirty,3209,2
word,Pictures,3210,24
word,swim,3211,2
word,focus,3212,77
word,hazardous,3213,7
word,waste,3214,25
word,neighbors,3215,11
word,suing,3216,6
word,fraud,3217,59
word,nose,3218,9
word,grows,3219,14
word,involved,3220,122
word,cry,3221,5
word,partisans,3222,2
word,responded,3223,28
word,photographs,3224,7
word,lying,3225,13
word,asks,3226,24
word,barrel,3227,18
word,land,3228,67
word,heating,3229,15
word,cleaned,3230,3
word,pollution,3231,25
word,shrinks,3232,2
word,Salmore,3233,2
word,Eagleton,3234,2
word,environment,3235,50
word,Even,3236,122
word,devastating,3237,10
word,credibility,3238,27
word,route,3239,11
word,re-election,3240,7
word,rout,3241,4
word,Democrat,3242,27
word,O'Connor,3243,4
word,GOP,3244,36
word,Nelson,3245,18
word,Rockefeller,3246,32
word,appeared,3247,44
word,Chicago,3248,204
word,"350,000",3249,6
word,"16,000",3250,6
word,Friday,3251,318
word,Seats,3252,8
word,quoted,3253,81
word,exchange,3254,289
word,"550,000",3255,6
word,Aug.,3256,41
word,Southeast,3257,17
word,region,3258,57
word,toward,3259,121
word,Interviews,3260,2
word,suggest,3261,50
word,cooperation,3262,32
word,Asian,3263,29
word,pursued,3264,10
word,fits,3265,11
word,starts,3266,26
word,sparking,3267,4
word,domination,3268,5
word,posing,3269,4
word,fresh,3270,32
word,policy,3271,252
word,flow,3272,62
word,motion,3273,21
word,whereby,3274,4
word,economies,3275,23
word,Hormats,3276,3
word,tripled,3277,11
word,commitments,3278,45
word,Investment,3279,72
word,steep,3280,19
word,assistance,3281,46
word,cash-rich,3282,3
word,following,3283,154
word,pumping,3284,7
word,wages,3285,23
word,forcing,3286,21
word,sites,3287,14
word,labor-intensive,3288,4
word,known,3289,138
word,tigers,3290,2
word,contributing,3291,12
word,influence,3292,47
word,subordinate,3293,8
word,recipient,3294,2
word,jobs,3295,77
word,spur,3296,12
word,military,3297,115
word,fearful,3298,5
word,falling,3299,52
word,hegemony,3300,2
word,Because,3301,85
word,budget,3302,140
word,constraints,3303,8
word,encourages,3304,6
word,burdens,3305,8
word,ground,3306,40
word,coming,3307,135
word,decade,3308,78
word,comes,3309,89
word,swelling,3310,5
word,evolution,3311,8
word,concentrated,3312,12
word,1990s,3313,23
word,spurred,3314,10
word,multinationals,3315,4
word,plants,3316,119
word,accommodate,3317,17
word,decisions,3318,44
word,offend,3319,3
word,donor,3320,4
word,lender,3321,9
word,California,3322,306
word,Graduate,3323,7
word,School,3324,41
word,cohesive,3325,2
word,parallel,3326,9
word,Common,3327,10
word,Market,3328,66
word,approach,3329,69
word,Rather,3330,20
word,sectors,3331,22
word,specialist,3332,34
word,East,3333,174
word,Wilson,3334,11
word,Princeton,3335,6
word,tubes,3336,2
word,assemble,3337,2
word,Indonesia,3338,5
word,effect,3339,146
word,pull,3340,17
word,integrated,3341,20
word,Countries,3342,5
word,framework,3343,2
word,closer,3344,32
word,ministers,3345,19
word,discuss,3346,42
word,regional,3347,59
word,transportation,3348,68
word,telecommunications,3349,38
word,Zealand,3350,24
word,Nations,3351,8
word,Brunei,3352,2
word,rim,3353,3
word,speech,3354,28
word,Baker,3355,79
word,Hawke,3356,2
word,intention,3357,15
word,taking,3358,109
word,shape,3359,22
word,friends,3360,28
word,crucial,3361,28
word,designing,3362,9
word,architecture,3363,14
word,difficult,3364,102
word,dominance,3365,6
word,outstrips,3366,2
word,flows,3367,16
word,remains,3368,121
word,optimism,3369,7
word,enlarged,3370,2
word,convey,3371,5
word,undertone,3372,2
word,caution,3373,26
word,understanding,3374,17
word,functions,3375,17
word,commerce,3376,7
word,attitude,3377,26
word,net,3378,514
word,gain,3379,210
word,everyone,3380,56
word,step,3381,75
word,ease,3382,54
word,security,3383,89
word,uncertainty,3384,50
word,leases,3385,8
word,bases,3386,22
word,troop,3387,6
word,Many,3388,134
word,Asians,3389,3
word,regard,3390,12
word,desirable,3391,11
word,counterweight,3392,2
word,try,3393,109
word,monopolize,3394,2
word,Lee,3395,52
word,Pennsylvania,3396,38
word,Cathryn,3397,2
word,Rice,3398,6
word,hardly,3399,27
word,eyes,3400,21
word,Comprehensive,3401,19
word,Test,3402,7
word,Basic,3403,4
word,Skills,3404,3
word,ninth,3405,5
word,graders,3406,3
word,Greenville,3407,16
word,High,3408,37
word,spotted,3409,8
word,crib,3410,3
word,seen,3411,112
word,cheating,3412,16
word,notes,3413,246
word,uncanny,3414,3
word,stockbroker,3415,4
word,profession,3416,9
word,Germany,3417,130
word,surrendered,3418,6
word,passed,3419,71
word,forms,3420,28
word,Virtually,3421,2
word,word,3422,41
word,matched,3423,17
word,answers,3424,29
word,social-studies,3425,2
word,section,3426,45
word,test,3427,99
word,protest,3428,15
word,My,3429,36
word,teacher,3430,19
word,OK,3431,9
word,me,3432,127
word,Nancy,3433,10
word,Yeargin,3434,37
word,students,3435,69
word,parents,3436,47
word,Confronted,3437,2
word,examination,3438,16
word,low-ability,3439,3
word,geography,3440,6
word,classes,3441,23
word,gone,3442,45
word,display,3443,23
word,underline,3444,2
word,prosecuted,3445,6
word,unusual,3446,51
word,Carolina,3447,38
word,breach,3448,13
word,pleaded,3449,20
word,guilty,3450,55
word,alternative,3451,39
word,jail,3452,16
word,partly,3453,84
word,downfall,3454,2
word,won,3455,83
word,inspired,3456,12
word,teach,3457,11
word,wake,3458,47
word,bitterness,3459,2
word,anger,3460,11
word,colleagues,3461,41
word,defended,3462,12
word,treated,3463,12
word,harshly,3464,5
word,stunned,3465,7
word,nature,3466,36
word,actions,3467,54
word,casts,3468,4
word,light,3469,92
word,dark,3470,14
word,reform,3471,53
word,teachers,3472,28
word,high-stakes,3473,3
word,testing,3474,23
word,enhanced,3475,16
word,temptation,3476,8
word,cheat,3477,3
word,statute,3478,12
word,violated,3479,18
word,enforce,3480,7
word,provisions,3481,72
word,laws,3482,66
word,Prosecutors,3483,7
word,alleged,3484,60
word,bolster,3485,25
word,scores,3486,23
word,bonus,3487,12
word,Education,3488,16
word,Improvement,3489,3
word,depended,3490,4
word,ability,3491,83
word,incredible,3492,4
word,pressure,3493,116
word,Walt,3494,10
word,education,3495,53
word,educators,3496,7
word,wrongdoing,3497,17
word,Friends,3498,6
word,Albuquerque,3499,5
word,N.M.,3500,7
word,concluded,3501,41
word,outright,3502,8
word,standardized,3503,9
word,greatly,3504,23
word,inflated,3505,8
word,Evidence,3506,3
word,widespread,3507,38
word,surfaced,3508,11
word,states,3509,133
word,suspects,3510,9
word,adult,3511,9
word,wrong,3512,50
word,ones,3513,68
word,statewide,3514,6
word,numerous,3515,30
word,occurrences,3516,2
word,revising,3517,2
word,practices,3518,51
word,test-coaching,3519,2
word,booklets,3520,5
word,classroom,3521,12
word,instruction,3522,5
word,booming,3523,14
word,Macmillan\/McGraw-Hill,3524,3
word,Publishing,3525,12
word,Scoring,3526,13
word,Learning,3527,14
word,Materials,3528,10
word,nothing,3529,85
word,sophisticated,3530,35
word,academic,3531,23
word,telegraph,3532,2
word,beforehand,3533,3
word,precise,3534,10
word,areas,3535,110
word,concentrate,3536,25
word,Use,3537,5
word,County,3538,70
word,district,3539,77
word,Experts,3540,7
word,promotions,3541,19
word,entire,3542,66
word,districts,3543,31
word,extra,3544,44
word,lab,3545,6
word,grants,3546,20
word,projects,3547,105
word,superintendent,3548,2
word,Since,3549,99
word,reforms,3550,40
word,posts,3551,17
word,lowest,3552,17
word,primary,3553,49
word,entrance,3554,2
word,Critics,3555,10
word,stressing,3556,6
word,worst,3557,36
word,Says,3558,30
word,Cannell,3559,3
word,prosecuting,3560,5
word,administrators,3561,6
word,seriously,3562,23
word,allegations,3563,33
word,purely,3564,4
word,foundation,3565,14
word,unfair,3566,24
word,inferences,3567,2
word,Partly,3568,5
word,worries,3569,20
word,abuse,3570,22
word,keeping,3571,41
word,track,3572,39
word,preparation,3573,7
word,hill,3574,4
word,run-down,3575,2
word,textile,3576,12
word,educated,3577,6
word,brightest,3578,5
word,governors,3579,9
word,Nobel,3580,8
word,Prize,3581,4
word,winning,3582,24
word,physicist,3583,4
word,actress,3584,5
word,Joanne,3585,2
word,Woodward,3586,2
word,1980s,3587,45
word,glory,3588,8
word,faded,3589,5
word,yellow,3590,7
word,bricks,3591,8
word,broad,3592,56
word,facade,3593,2
word,violence,3594,17
word,gangs,3595,6
word,kids,3596,21
word,Linda,3597,10
word,Ward,3598,15
word,Crime,3599,7
word,awful,3600,10
word,enrollment,3601,3
word,programs,3602,169
word,seventh,3603,9
word,immediate,3604,40
word,predecessor,3605,13
word,suffered,3606,42
word,nervous,3607,21
word,breakdown,3608,11
word,Prior,3609,7
word,term,3610,83
word,death,3611,69
word,halls,3612,6
word,stabbed,3613,5
word,trouble,3614,58
word,serving,3615,20
word,evenly,3616,7
word,split,3617,60
word,privileged,3618,3
word,elite,3619,4
word,neighborhoods,3620,16
word,blacks,3621,44
word,inner,3622,9
word,resolved,3623,22
word,clean,3624,15
word,deadwood,3625,2
word,faculty,3626,7
word,restore,3627,25
word,safety,3628,63
word,behalf,3629,31
word,overall,3630,62
word,educational,3631,31
word,funding,3632,65
word,ushered,3633,3
word,ambitions,3634,7
word,reformers,3635,7
word,Being,3636,4
word,my,3637,216
word,37-year-old,3638,3
word,dismissal,3639,11
word,loved,3640,10
word,things,3641,162
word,restructured,3642,15
word,staff,3643,106
word,struggled,3644,7
word,curriculum,3645,5
word,fast,3646,32
word,favorite,3647,22
word,1986-87,3648,2
word,1987-88,3649,4
word,Encouraged,3650,2
word,taught,3651,13
word,cadet,3652,2
word,creation,3653,18
word,encourage,3654,35
word,teaching,3655,12
word,advised,3656,19
word,pep,3657,2
word,club,3658,23
word,Cultural,3659,2
word,Civilization,3660,2
word,chosen,3661,20
word,Year,3662,13
word,inspirational,3663,2
word,lady,3664,8
word,Laura,3665,4
word,freshman,3666,4
word,studying,3667,22
word,Beth,3668,6
word,Marchand,3669,2
word,11th,3670,3
word,'ve,3671,170
word,Green,3672,31
word,distinguished,3673,6
word,herself,3674,11
word,approaches,3675,10
word,pair,3676,7
word,weekends,3677,3
word,prepare,3678,19
word,polish,3679,3
word,furniture,3680,14
word,'d,3681,85
word,correcting,3682,2
word,homework,3683,3
word,stands,3684,33
word,football,3685,29
word,fellow,3686,27
word,told,3687,173
word,pushing,3688,35
word,deteriorating,3689,9
word,hearing,3690,47
word,feared,3691,15
word,helping,3692,44
word,earn,3693,27
word,points,3694,239
word,source,3695,55
word,Huge,3696,3
word,meant,3697,28
word,"5,000",3698,52
word,meaningful,3699,7
word,salary,3700,17
word,"23,000",3701,3
word,third,3702,295
word,others,3703,185
word,eager,3704,28
word,pride,3705,13
word,Elizabeth,3706,13
word,Indeed,3707,63
word,interested,3708,73
word,attending,3709,10
word,seminar,3710,4
word,returned,3711,41
word,adequately,3712,8
